"","Subject_ID","Age","Gender","Session","Trial","Advisor","stm_Coh","stm_Dir","Decicion_1","Confidence_1","RT_1","Accuracy_1","Score_1","Score_2","Decision_2","Confidence_2","RT_2","Accuracy_2","avd_Decision","adv_Confidence","adv_Accuracy","abs_conf_1","Calibration","Resolution","Benefit","crit_Susceptibility"
"2864",12,22,1,2,224,2,0.044169,1,1,0.6,454,1,68,92,1,0.8,2334,1,1,0.8,1,0.6,0.4419893,0.02743827,24,0.0100952651615127
"2865",12,22,1,2,225,2,0.044169,0,1,0.9,914,0,-62,68,0,-0.6,4694,1,0,-0.9,1,0.9,0.4419893,0.02743827,130,0.0100952651615127
"2866",12,22,1,2,226,2,0.044169,0,1,0.8,668,0,-28,100,0,-1,3573,1,0,-1,1,0.8,0.4419893,0.02743827,128,0.0100952651615127
"2867",12,22,1,2,227,2,0.044169,0,0,-0.6,466,1,68,92,0,-0.8,2347,1,0,-0.8,1,0.6,0.4419893,0.02743827,24,0.0100952651615127
"2868",12,22,1,2,228,2,0.044169,1,1,1,995,1,100,100,1,1,2300,1,1,1,1,1,0.4419893,0.02743827,0,0.0100952651615127
"2869",12,22,1,2,229,2,0.044169,1,1,0.9,826,1,98,98,1,0.9,2161,1,1,0.9,1,0.9,0.4419893,0.02743827,0,0.0100952651615127
"2870",12,22,1,2,230,2,0.044169,1,1,1,993,1,100,100,1,1,2763,1,1,0.7,1,1,0.4419893,0.02743827,0,0.0100952651615127
"2871",12,22,1,2,231,2,0.044169,0,1,0.7,507,0,2,82,0,-0.7,2852,1,0,-0.9,1,0.7,0.4419893,0.02743827,80,0.0100952651615127
"2872",12,22,1,2,232,2,0.044169,0,1,0.7,620,0,2,28,1,0.6,2890,0,0,-0.7,1,0.7,0.4419893,0.02743827,26,0.0100952651615127
"2873",12,22,1,2,233,2,0.044169,1,1,0.7,582,1,82,100,1,1,3087,1,1,0.7,1,0.7,0.4419893,0.02743827,18,0.0100952651615127
"2874",12,22,1,2,234,2,0.044169,0,1,0.8,754,0,-28,68,0,-0.6,3329,1,0,-0.9,1,0.8,0.4419893,0.02743827,96,0.0100952651615127
"2875",12,22,1,2,235,2,0.044169,0,1,0.7,729,0,2,68,0,-0.6,3570,1,0,-0.8,1,0.7,0.4419893,0.02743827,66,0.0100952651615127
"2876",12,22,1,2,236,2,0.044169,1,1,0.6,622,1,68,100,1,1,2637,1,1,1,1,0.6,0.4419893,0.02743827,32,0.0100952651615127
"2877",12,22,1,2,237,2,0.044169,0,0,-0.6,431,1,68,100,0,-1,2496,1,0,-1,1,0.6,0.4419893,0.02743827,32,0.0100952651615127
"2878",12,22,1,2,238,2,0.044169,1,1,0.8,1161,1,92,100,1,1,3021,1,1,0.9,1,0.8,0.4419893,0.02743827,8,0.0100952651615127
"2879",12,22,1,2,239,2,0.044169,1,0,-0.6,403,0,28,28,0,-0.6,2093,0,0,-0.6,0,0.6,0.4419893,0.02743827,0,0.0100952651615127
"2880",12,22,1,2,240,2,0.044169,1,1,0.6,554,1,68,100,1,1,2674,1,1,1,1,0.6,0.4419893,0.02743827,32,0.0100952651615127
"2881",13,21,1,1,1,2,0.031389,0,0,-0.8,1911,1,92,98,0,-0.9,5206,1,0,-0.7,1,0.8,-0.5052742,0.1211163,6,-0.116317105215121
"2882",13,21,1,1,2,2,0.031389,1,1,0.8,2435,1,92,100,1,1,5770,1,1,0.8,1,0.8,-0.5052742,0.1211163,8,-0.116317105215121
"2883",13,21,1,1,3,2,0.031389,0,0,-0.7,1091,1,82,98,0,-0.9,3561,1,0,-0.9,1,0.7,-0.5052742,0.1211163,16,-0.116317105215121
"2884",13,21,1,1,4,2,0.031389,0,0,-0.6,728,1,68,68,0,-0.6,7764,1,1,0.6,0,0.6,-0.5052742,0.1211163,0,-0.116317105215121
"2885",13,21,1,1,5,2,0.031389,0,0,-0.7,920,1,82,68,0,-0.6,3845,1,1,0.7,0,0.7,-0.5052742,0.1211163,-14,-0.116317105215121
"2886",13,21,1,1,6,2,0.031389,0,0,-0.9,1619,1,98,98,0,-0.9,3044,1,0,-0.9,1,0.9,-0.5052742,0.1211163,0,-0.116317105215121
"2887",13,21,1,1,7,2,0.031389,0,1,0.6,1631,0,28,68,0,-0.6,3811,1,0,-0.8,1,0.6,-0.5052742,0.1211163,40,-0.116317105215121
"2888",13,21,1,1,8,2,0.031389,0,0,-0.6,1557,1,68,92,0,-0.8,5842,1,0,-1,1,0.6,-0.5052742,0.1211163,24,-0.116317105215121
"2889",13,21,1,1,9,2,0.031389,0,0,-0.7,1162,1,82,92,0,-0.8,3282,1,0,-0.7,1,0.7,-0.5052742,0.1211163,10,-0.116317105215121
"2890",13,21,1,1,10,2,0.031389,0,0,-0.8,920,1,92,100,0,-1,3490,1,0,-1,1,0.8,-0.5052742,0.1211163,8,-0.116317105215121
"2891",13,21,1,1,11,2,0.031389,0,0,-0.8,1448,1,92,92,0,-0.8,3558,1,0,-0.6,1,0.8,-0.5052742,0.1211163,0,-0.116317105215121
"2892",13,21,1,1,12,2,0.031389,1,0,-0.6,1145,0,28,82,1,0.7,4065,1,1,0.9,1,0.6,-0.5052742,0.1211163,54,-0.116317105215121
"2893",13,21,1,1,13,2,0.031389,1,1,0.7,781,1,82,92,1,0.8,2952,1,1,0.9,1,0.7,-0.5052742,0.1211163,10,-0.116317105215121
"2894",13,21,1,1,14,2,0.031389,0,0,-0.9,1349,1,98,98,0,-0.9,3269,1,1,0.6,0,0.9,-0.5052742,0.1211163,0,-0.116317105215121
"2895",13,21,1,1,15,2,0.031389,1,1,0.6,1084,1,68,82,1,0.7,4194,1,1,0.7,1,0.6,-0.5052742,0.1211163,14,-0.116317105215121
"2896",13,21,1,1,16,2,0.031389,1,1,0.8,895,1,92,100,1,1,3230,1,1,0.8,1,0.8,-0.5052742,0.1211163,8,-0.116317105215121
"2897",13,21,1,1,17,2,0.031389,1,1,0.8,1410,1,92,82,1,0.7,4170,1,0,-0.6,0,0.8,-0.5052742,0.1211163,-10,-0.116317105215121
"2898",13,21,1,1,18,2,0.031389,0,0,-0.6,675,1,68,92,0,-0.8,3365,1,0,-1,1,0.6,-0.5052742,0.1211163,24,-0.116317105215121
"2899",13,21,1,1,19,2,0.031389,1,1,0.7,884,1,82,82,1,0.7,2539,1,1,0.7,1,0.7,-0.5052742,0.1211163,0,-0.116317105215121
"2900",13,21,1,1,20,2,0.031389,1,1,0.7,2365,1,82,92,1,0.8,4436,1,1,0.9,1,0.7,-0.5052742,0.1211163,10,-0.116317105215121
"2901",13,21,1,1,21,2,0.031389,0,0,-0.9,1019,1,98,100,0,-1,2869,1,0,-0.9,1,0.9,-0.5052742,0.1211163,2,-0.116317105215121
"2902",13,21,1,1,22,2,0.031389,1,1,0.7,728,1,82,82,1,0.7,2843,1,0,-0.6,0,0.7,-0.5052742,0.1211163,0,-0.116317105215121
"2903",13,21,1,1,23,2,0.031389,0,0,-0.8,1230,1,92,98,0,-0.9,2996,1,0,-0.6,1,0.8,-0.5052742,0.1211163,6,-0.116317105215121
"2904",13,21,1,1,24,2,0.031389,0,0,-0.6,683,1,68,98,0,-0.9,3933,1,0,-0.9,1,0.6,-0.5052742,0.1211163,30,-0.116317105215121
"2905",13,21,1,1,25,2,0.031389,1,1,0.8,1241,1,92,98,1,0.9,2991,1,1,0.8,1,0.8,-0.5052742,0.1211163,6,-0.116317105215121
"2906",13,21,1,1,26,2,0.031389,1,1,0.8,1019,1,92,100,1,1,3184,1,1,0.8,1,0.8,-0.5052742,0.1211163,8,-0.116317105215121
"2907",13,21,1,1,27,2,0.031389,1,0,-0.6,783,0,28,28,0,-0.6,2678,0,1,0.7,1,0.6,-0.5052742,0.1211163,0,-0.116317105215121
"2908",13,21,1,1,28,2,0.031389,0,0,-0.8,1311,1,92,92,0,-0.8,3071,1,0,-0.7,1,0.8,-0.5052742,0.1211163,0,-0.116317105215121
"2909",13,21,1,1,29,2,0.031389,0,0,-0.7,778,1,82,98,0,-0.9,2813,1,0,-0.8,1,0.7,-0.5052742,0.1211163,16,-0.116317105215121
"2910",13,21,1,1,30,2,0.031389,0,0,-0.9,1300,1,98,100,0,-1,3325,1,0,-1,1,0.9,-0.5052742,0.1211163,2,-0.116317105215121
"2911",13,21,1,1,31,2,0.031389,1,1,0.8,1311,1,92,92,1,0.8,2871,1,1,0.6,1,0.8,-0.5052742,0.1211163,0,-0.116317105215121
"2912",13,21,1,1,32,2,0.031389,0,0,-0.9,1585,1,98,98,0,-0.9,2980,1,0,-0.7,1,0.9,-0.5052742,0.1211163,0,-0.116317105215121
"2913",13,21,1,1,33,2,0.031389,1,1,1,1202,1,100,100,1,1,3147,1,0,-0.6,0,1,-0.5052742,0.1211163,0,-0.116317105215121
"2914",13,21,1,1,34,2,0.031389,0,0,-0.9,1202,1,98,100,0,-1,2962,1,0,-0.9,1,0.9,-0.5052742,0.1211163,2,-0.116317105215121
"2915",13,21,1,1,35,2,0.031389,1,1,0.9,1416,1,98,98,1,0.9,2896,1,1,0.6,1,0.9,-0.5052742,0.1211163,0,-0.116317105215121
"2916",13,21,1,1,36,2,0.031389,0,0,-0.9,1177,1,98,100,0,-1,2937,1,0,-1,1,0.9,-0.5052742,0.1211163,2,-0.116317105215121
"2917",13,21,1,1,37,2,0.031389,1,0,-0.8,1166,0,-28,2,0,-0.7,3511,0,1,0.6,1,0.8,-0.5052742,0.1211163,30,-0.116317105215121
"2918",13,21,1,1,38,2,0.031389,0,0,-0.8,1404,1,92,98,0,-0.9,3124,1,0,-0.9,1,0.8,-0.5052742,0.1211163,6,-0.116317105215121
"2919",13,21,1,1,39,2,0.031389,1,1,0.6,821,1,68,82,1,0.7,2726,1,1,0.9,1,0.6,-0.5052742,0.1211163,14,-0.116317105215121
"2920",13,21,1,1,40,2,0.031389,1,1,0.8,895,1,92,98,1,0.9,2891,1,1,0.8,1,0.8,-0.5052742,0.1211163,6,-0.116317105215121
"2921",13,21,1,1,41,2,0.031389,0,0,-0.9,1111,1,98,98,0,-0.9,3061,1,0,-0.6,1,0.9,-0.5052742,0.1211163,0,-0.116317105215121
"2922",13,21,1,1,42,2,0.031389,0,0,-1,1150,1,100,100,0,-1,4295,1,0,-0.8,1,1,-0.5052742,0.1211163,0,-0.116317105215121
"2923",13,21,1,1,43,2,0.031389,0,0,-1,1124,1,100,100,0,-1,3174,1,0,-1,1,1,-0.5052742,0.1211163,0,-0.116317105215121
"2924",13,21,1,1,44,2,0.031389,1,1,0.7,784,1,82,92,1,0.8,2484,1,1,0.8,1,0.7,-0.5052742,0.1211163,10,-0.116317105215121
"2925",13,21,1,1,45,2,0.031389,1,1,0.6,619,1,68,92,1,0.8,2900,1,1,0.9,1,0.6,-0.5052742,0.1211163,24,-0.116317105215121
"2926",13,21,1,1,46,2,0.031389,0,0,-0.8,1378,1,92,92,0,-0.8,3163,1,0,-0.7,1,0.8,-0.5052742,0.1211163,0,-0.116317105215121
"2927",13,21,1,1,47,2,0.031389,1,0,-0.8,1108,0,-28,-28,0,-0.8,8029,0,1,1,1,0.8,-0.5052742,0.1211163,0,-0.116317105215121
"2928",13,21,1,1,48,2,0.031389,1,1,0.8,714,1,92,98,1,0.9,3124,1,1,1,1,0.8,-0.5052742,0.1211163,6,-0.116317105215121
"2929",13,21,1,1,49,2,0.031389,0,0,-0.9,963,1,98,100,0,-1,2843,1,0,-0.9,1,0.9,-0.5052742,0.1211163,2,-0.116317105215121
"2930",13,21,1,1,50,2,0.031389,1,0,-0.6,698,0,28,68,1,0.6,7258,1,1,0.9,1,0.6,-0.5052742,0.1211163,40,-0.116317105215121
"2931",13,21,1,1,51,2,0.031389,1,1,0.6,862,1,68,82,1,0.7,2512,1,1,0.8,1,0.6,-0.5052742,0.1211163,14,-0.116317105215121
"2932",13,21,1,1,52,2,0.031389,1,1,0.8,1037,1,92,92,1,0.8,3057,1,1,0.7,1,0.8,-0.5052742,0.1211163,0,-0.116317105215121
"2933",13,21,1,1,53,2,0.031389,0,0,-0.8,802,1,92,82,0,-0.7,2962,1,1,0.7,0,0.8,-0.5052742,0.1211163,-10,-0.116317105215121
"2934",13,21,1,1,54,2,0.031389,0,0,-0.9,1098,1,98,100,0,-1,3283,1,0,-0.8,1,0.9,-0.5052742,0.1211163,2,-0.116317105215121
"2935",13,21,1,1,55,2,0.031389,1,1,0.8,1611,1,92,92,1,0.8,3621,1,0,-0.6,0,0.8,-0.5052742,0.1211163,0,-0.116317105215121
"2936",13,21,1,1,56,2,0.031389,0,0,-0.6,625,1,68,68,0,-0.6,2430,1,1,0.7,0,0.6,-0.5052742,0.1211163,0,-0.116317105215121
"2937",13,21,1,1,57,2,0.031389,1,1,0.8,919,1,92,98,1,0.9,2729,1,1,0.9,1,0.8,-0.5052742,0.1211163,6,-0.116317105215121
"2938",13,21,1,1,58,2,0.031389,0,0,-0.9,1010,1,98,98,0,-0.9,2585,1,0,-1,1,0.9,-0.5052742,0.1211163,0,-0.116317105215121
"2939",13,21,1,1,59,2,0.031389,1,1,0.8,1773,1,92,98,1,0.9,3564,1,1,1,1,0.8,-0.5052742,0.1211163,6,-0.116317105215121
"2940",13,21,1,1,60,2,0.031389,1,1,0.9,1253,1,98,100,1,1,3328,1,1,1,1,0.9,-0.5052742,0.1211163,2,-0.116317105215121
"2941",13,21,1,1,61,2,0.031389,1,1,0.6,665,1,68,82,1,0.7,2441,1,1,0.6,1,0.6,-0.5052742,0.1211163,14,-0.116317105215121
"2942",13,21,1,1,62,2,0.031389,1,0,-0.6,640,0,28,68,1,0.6,2865,1,1,0.9,1,0.6,-0.5052742,0.1211163,40,-0.116317105215121
"2943",13,21,1,1,63,2,0.031389,0,0,-0.7,710,1,82,92,0,-0.8,2435,1,0,-0.8,1,0.7,-0.5052742,0.1211163,10,-0.116317105215121
"2944",13,21,1,1,64,2,0.031389,1,1,0.6,497,1,68,28,0,-0.6,2482,0,0,-0.6,0,0.6,-0.5052742,0.1211163,-40,-0.116317105215121
"2945",13,21,1,1,65,2,0.031389,1,1,0.7,518,1,82,92,1,0.8,2258,1,1,1,1,0.7,-0.5052742,0.1211163,10,-0.116317105215121
"2946",13,21,1,1,66,2,0.031389,0,0,-0.6,681,1,68,82,0,-0.7,2441,1,0,-0.8,1,0.6,-0.5052742,0.1211163,14,-0.116317105215121
"2947",13,21,1,1,67,2,0.031389,0,0,-0.8,1541,1,92,98,0,-0.9,3486,1,0,-0.7,1,0.8,-0.5052742,0.1211163,6,-0.116317105215121
"2948",13,21,1,1,68,2,0.031389,0,0,-0.8,847,1,92,100,0,-1,3152,1,0,-0.9,1,0.8,-0.5052742,0.1211163,8,-0.116317105215121
"2949",13,21,1,1,69,2,0.031389,0,0,-0.9,1005,1,98,98,0,-0.9,2525,1,0,-0.9,1,0.9,-0.5052742,0.1211163,0,-0.116317105215121
"2950",13,21,1,1,70,2,0.031389,1,1,0.8,889,1,92,100,1,1,3234,1,1,0.9,1,0.8,-0.5052742,0.1211163,8,-0.116317105215121
"2951",13,21,1,1,71,2,0.031389,1,1,0.9,1131,1,98,100,1,1,3196,1,1,0.9,1,0.9,-0.5052742,0.1211163,2,-0.116317105215121
"2952",13,21,1,1,72,2,0.031389,1,1,0.7,706,1,82,98,1,0.9,2571,1,1,1,1,0.7,-0.5052742,0.1211163,16,-0.116317105215121
"2953",13,21,1,1,73,2,0.031389,0,1,0.6,621,0,28,82,0,-0.7,2756,1,0,-0.9,1,0.6,-0.5052742,0.1211163,54,-0.116317105215121
"2954",13,21,1,1,74,2,0.031389,1,1,0.7,720,1,82,92,1,0.8,2346,1,1,1,1,0.7,-0.5052742,0.1211163,10,-0.116317105215121
"2955",13,21,1,1,75,2,0.031389,0,1,0.6,841,0,28,28,1,0.6,2961,0,1,0.6,0,0.6,-0.5052742,0.1211163,0,-0.116317105215121
"2956",13,21,1,1,76,2,0.031389,0,0,-0.7,979,1,82,82,0,-0.7,3299,1,0,-1,1,0.7,-0.5052742,0.1211163,0,-0.116317105215121
"2957",13,21,1,1,77,2,0.031389,1,1,0.7,617,1,82,68,1,0.6,2907,1,0,-0.7,0,0.7,-0.5052742,0.1211163,-14,-0.116317105215121
"2958",13,21,1,1,78,2,0.031389,1,1,0.7,773,1,82,82,1,0.7,2483,1,1,0.7,1,0.7,-0.5052742,0.1211163,0,-0.116317105215121
"2959",13,21,1,1,79,2,0.031389,0,0,-1,1249,1,100,100,0,-1,3349,1,0,-0.8,1,1,-0.5052742,0.1211163,0,-0.116317105215121
"2960",13,21,1,1,80,2,0.031389,0,0,-1,1262,1,100,100,0,-1,3262,1,0,-0.8,1,1,-0.5052742,0.1211163,0,-0.116317105215121
"2961",13,21,1,1,81,2,0.031389,0,0,-0.6,696,1,68,82,0,-0.7,2381,1,0,-0.6,1,0.6,-0.5052742,0.1211163,14,-0.116317105215121
"2962",13,21,1,1,82,2,0.031389,1,1,1,1584,1,100,100,1,1,3675,1,1,0.6,1,1,-0.5052742,0.1211163,0,-0.116317105215121
"2963",13,21,1,1,83,2,0.031389,0,0,-1,1444,1,100,100,0,-1,3144,1,0,-1,1,1,-0.5052742,0.1211163,0,-0.116317105215121
"2964",13,21,1,1,84,2,0.031389,0,0,-0.7,631,1,82,92,0,-0.8,2506,1,0,-0.8,1,0.7,-0.5052742,0.1211163,10,-0.116317105215121
"2965",13,21,1,1,85,2,0.031389,1,1,0.8,1098,1,92,92,1,0.8,3338,1,1,0.8,1,0.8,-0.5052742,0.1211163,0,-0.116317105215121
"2966",13,21,1,1,86,2,0.031389,1,1,0.6,618,1,68,82,1,0.7,2368,1,1,0.9,1,0.6,-0.5052742,0.1211163,14,-0.116317105215121
"2967",13,21,1,1,87,2,0.031389,0,0,-0.8,802,1,92,92,0,-0.8,2593,1,0,-0.6,1,0.8,-0.5052742,0.1211163,0,-0.116317105215121
"2968",13,21,1,1,88,2,0.031389,0,0,-0.6,1130,1,68,82,0,-0.7,3505,1,0,-0.7,1,0.6,-0.5052742,0.1211163,14,-0.116317105215121
"2969",13,21,1,1,89,2,0.031389,1,1,0.7,440,1,82,68,1,0.6,2345,1,0,-0.7,0,0.7,-0.5052742,0.1211163,-14,-0.116317105215121
"2970",13,21,1,1,90,2,0.031389,0,0,-0.7,924,1,82,92,0,-0.8,3469,1,0,-0.7,1,0.7,-0.5052742,0.1211163,10,-0.116317105215121
"2971",13,21,1,1,91,2,0.031389,0,0,-0.7,672,1,82,82,0,-0.7,2157,1,0,-0.6,1,0.7,-0.5052742,0.1211163,0,-0.116317105215121
"2972",13,21,1,1,92,2,0.031389,0,0,-0.8,1078,1,92,98,0,-0.9,3424,1,0,-0.7,1,0.8,-0.5052742,0.1211163,6,-0.116317105215121
"2973",13,21,1,1,93,2,0.031389,0,0,-0.7,611,1,82,68,0,-0.6,2171,1,1,0.6,0,0.7,-0.5052742,0.1211163,-14,-0.116317105215121
"2974",13,21,1,1,94,2,0.031389,1,1,0.7,819,1,82,92,1,0.8,2499,1,1,1,1,0.7,-0.5052742,0.1211163,10,-0.116317105215121
"2975",13,21,1,1,95,2,0.031389,0,0,-0.7,806,1,82,92,0,-0.8,2961,1,0,-0.9,1,0.7,-0.5052742,0.1211163,10,-0.116317105215121
"2976",13,21,1,1,96,2,0.031389,1,1,0.8,906,1,92,98,1,0.9,3161,1,1,0.8,1,0.8,-0.5052742,0.1211163,6,-0.116317105215121
"2977",13,21,1,1,97,2,0.031389,1,0,-0.6,546,0,28,2,0,-0.7,2817,0,0,-0.8,0,0.6,-0.5052742,0.1211163,-26,-0.116317105215121
"2978",13,21,1,1,98,2,0.031389,1,1,0.7,988,1,82,98,1,0.9,2878,1,1,1,1,0.7,-0.5052742,0.1211163,16,-0.116317105215121
"2979",13,21,1,1,99,2,0.031389,1,1,0.9,1749,1,98,100,1,1,3349,1,1,0.9,1,0.9,-0.5052742,0.1211163,2,-0.116317105215121
"2980",13,21,1,1,100,2,0.031389,1,1,0.9,824,1,98,100,1,1,2569,1,1,0.7,1,0.9,-0.5052742,0.1211163,2,-0.116317105215121
"2981",13,21,1,1,101,2,0.031389,1,1,1,2020,1,100,100,1,1,3835,1,1,0.7,1,1,-0.5052742,0.1211163,0,-0.116317105215121
"2982",13,21,1,1,102,2,0.031389,0,0,-0.8,850,1,92,100,0,-1,2721,1,0,-1,1,0.8,-0.5052742,0.1211163,8,-0.116317105215121
"2983",13,21,1,1,103,2,0.031389,0,0,-0.6,897,1,68,82,0,-0.7,2537,1,0,-0.8,1,0.6,-0.5052742,0.1211163,14,-0.116317105215121
"2984",13,21,1,1,104,2,0.031389,0,0,-0.8,1012,1,92,98,0,-0.9,2927,1,0,-0.7,1,0.8,-0.5052742,0.1211163,6,-0.116317105215121
"2985",13,21,1,1,105,2,0.031389,1,1,0.9,1273,1,98,100,1,1,3288,1,1,0.7,1,0.9,-0.5052742,0.1211163,2,-0.116317105215121
"2986",13,21,1,1,106,2,0.031389,1,1,0.7,749,1,82,98,1,0.9,2789,1,1,0.7,1,0.7,-0.5052742,0.1211163,16,-0.116317105215121
"2987",13,21,1,1,107,2,0.031389,1,1,0.9,1162,1,98,100,1,1,3347,1,1,0.8,1,0.9,-0.5052742,0.1211163,2,-0.116317105215121
"2988",13,21,1,1,108,2,0.031389,1,1,0.9,1162,1,98,100,1,1,2942,1,1,0.8,1,0.9,-0.5052742,0.1211163,2,-0.116317105215121
"2989",13,21,1,1,109,2,0.031389,1,1,0.6,733,1,68,82,1,0.7,2698,1,1,0.6,1,0.6,-0.5052742,0.1211163,14,-0.116317105215121
"2990",13,21,1,1,110,2,0.031389,1,0,-0.6,680,0,28,68,1,0.6,2815,1,1,1,1,0.6,-0.5052742,0.1211163,40,-0.116317105215121
"2991",13,21,1,1,111,2,0.031389,1,1,0.6,651,1,68,82,1,0.7,2291,1,1,1,1,0.6,-0.5052742,0.1211163,14,-0.116317105215121
"2992",13,21,1,1,112,2,0.031389,0,0,-0.6,877,1,68,28,1,0.6,3922,0,1,0.6,0,0.6,-0.5052742,0.1211163,-40,-0.116317105215121
"2993",13,21,1,1,113,2,0.031389,0,0,-0.8,1264,1,92,100,0,-1,3309,1,0,-0.9,1,0.8,-0.5052742,0.1211163,8,-0.116317105215121
"2994",13,21,1,1,114,2,0.031389,1,1,1,1096,1,100,100,1,1,2441,1,1,0.6,1,1,-0.5052742,0.1211163,0,-0.116317105215121
"2995",13,21,1,1,115,2,0.031389,0,0,-1,1414,1,100,98,0,-0.9,3644,1,0,-0.6,1,1,-0.5052742,0.1211163,-2,-0.116317105215121
"2996",13,21,1,1,116,2,0.031389,1,1,0.9,1291,1,98,100,1,1,3146,1,1,0.8,1,0.9,-0.5052742,0.1211163,2,-0.116317105215121
"2997",13,21,1,1,117,2,0.031389,0,0,-0.9,1081,1,98,100,0,-1,2961,1,0,-1,1,0.9,-0.5052742,0.1211163,2,-0.116317105215121
"2998",13,21,1,1,118,2,0.031389,0,0,-0.6,586,1,68,82,0,-0.7,2411,1,0,-0.8,1,0.6,-0.5052742,0.1211163,14,-0.116317105215121
"2999",13,21,1,1,119,2,0.031389,0,0,-0.8,897,1,92,98,0,-0.9,2682,1,0,-1,1,0.8,-0.5052742,0.1211163,6,-0.116317105215121
"3000",13,21,1,1,120,2,0.031389,1,1,0.7,797,1,82,92,1,0.8,2453,1,1,1,1,0.7,-0.5052742,0.1211163,10,-0.116317105215121
"3001",13,21,1,2,121,1,0.031389,1,1,0.6,682,1,68,68,1,0.6,8347,1,0,-0.8,0,0.6,-0.5052742,0.1211163,0,-0.116317105215121
"3002",13,21,1,2,122,1,0.031389,1,0,-0.6,1549,0,28,2,0,-0.7,3374,0,0,-0.6,0,0.6,-0.5052742,0.1211163,-26,-0.116317105215121
"3003",13,21,1,2,123,1,0.031389,0,0,-0.6,602,1,68,28,1,0.6,3017,0,1,0.9,0,0.6,-0.5052742,0.1211163,-40,-0.116317105215121
"3004",13,21,1,2,124,1,0.031389,1,1,0.7,630,1,82,68,1,0.6,2431,1,0,-0.7,0,0.7,-0.5052742,0.1211163,-14,-0.116317105215121
"3005",13,21,1,2,125,1,0.031389,0,0,-0.9,931,1,98,100,0,-1,2631,1,0,-0.8,1,0.9,-0.5052742,0.1211163,2,-0.116317105215121
"3006",13,21,1,2,126,1,0.031389,0,0,-0.9,1084,1,98,100,0,-1,2809,1,0,-0.9,1,0.9,-0.5052742,0.1211163,2,-0.116317105215121
"3007",13,21,1,2,127,1,0.031389,0,0,-0.7,739,1,82,82,0,-0.7,6775,1,1,0.9,0,0.7,-0.5052742,0.1211163,0,-0.116317105215121
"3008",13,21,1,2,128,1,0.031389,0,0,-0.9,1012,1,98,100,0,-1,2712,1,0,-0.6,1,0.9,-0.5052742,0.1211163,2,-0.116317105215121
"3009",13,21,1,2,129,1,0.031389,1,1,0.8,747,1,92,92,1,0.8,2862,1,0,-0.8,0,0.8,-0.5052742,0.1211163,0,-0.116317105215121
"3010",13,21,1,2,130,1,0.031389,1,1,0.8,1161,1,92,92,1,0.8,3031,1,0,-0.8,0,0.8,-0.5052742,0.1211163,0,-0.116317105215121
"3011",13,21,1,2,131,1,0.031389,0,0,-1,1103,1,100,100,0,-1,2954,1,1,0.9,0,1,-0.5052742,0.1211163,0,-0.116317105215121
"3012",13,21,1,2,132,1,0.031389,0,0,-0.8,906,1,92,92,0,-0.8,3801,1,1,1,0,0.8,-0.5052742,0.1211163,0,-0.116317105215121
"3013",13,21,1,2,133,1,0.031389,0,0,-0.8,873,1,92,92,0,-0.8,2948,1,1,0.9,0,0.8,-0.5052742,0.1211163,0,-0.116317105215121
"3014",13,21,1,2,134,1,0.031389,1,0,-0.6,619,0,28,2,0,-0.7,2619,0,0,-0.9,0,0.6,-0.5052742,0.1211163,-26,-0.116317105215121
"3015",13,21,1,2,135,1,0.031389,0,0,-0.8,815,1,92,92,0,-0.8,2855,1,0,-0.7,1,0.8,-0.5052742,0.1211163,0,-0.116317105215121
"3016",13,21,1,2,136,1,0.031389,1,1,0.7,554,1,82,92,1,0.8,3779,1,1,0.7,1,0.7,-0.5052742,0.1211163,10,-0.116317105215121
"3017",13,21,1,2,137,1,0.031389,1,1,0.7,877,1,82,92,1,0.8,2597,1,1,0.8,1,0.7,-0.5052742,0.1211163,10,-0.116317105215121
"3018",13,21,1,2,138,1,0.031389,0,0,-0.8,779,1,92,92,0,-0.8,2594,1,0,-0.9,1,0.8,-0.5052742,0.1211163,0,-0.116317105215121
"3019",13,21,1,2,139,1,0.031389,1,1,0.9,908,1,98,92,1,0.8,5358,1,0,-0.8,0,0.9,-0.5052742,0.1211163,-6,-0.116317105215121
"3020",13,21,1,2,140,1,0.031389,0,0,-0.8,681,1,92,98,0,-0.9,2706,1,0,-0.9,1,0.8,-0.5052742,0.1211163,6,-0.116317105215121
"3021",13,21,1,2,141,1,0.031389,0,0,-0.8,869,1,92,82,0,-0.7,3015,1,1,0.8,0,0.8,-0.5052742,0.1211163,-10,-0.116317105215121
"3022",13,21,1,2,142,1,0.031389,1,1,0.8,626,1,92,98,1,0.9,2556,1,1,1,1,0.8,-0.5052742,0.1211163,6,-0.116317105215121
"3023",13,21,1,2,143,1,0.031389,0,0,-0.9,1063,1,98,92,0,-0.8,4258,1,1,0.6,0,0.9,-0.5052742,0.1211163,-6,-0.116317105215121
"3024",13,21,1,2,144,1,0.031389,1,1,0.7,563,1,82,92,1,0.8,2408,1,1,0.6,1,0.7,-0.5052742,0.1211163,10,-0.116317105215121
"3025",13,21,1,2,145,1,0.031389,1,0,-0.8,722,0,-28,-28,0,-0.8,2932,0,1,0.9,1,0.8,-0.5052742,0.1211163,0,-0.116317105215121
"3026",13,21,1,2,146,1,0.031389,1,0,-0.6,1040,0,28,2,0,-0.7,3936,0,0,-0.6,0,0.6,-0.5052742,0.1211163,-26,-0.116317105215121
